2237,Van,Yes,8,698788036
2238,SUV,No,8,798630672
2239,SUV,No,1,64211058
2240,Minivan,Yes,10,397609188
2241,Sports Car,No,24,399814035
2242,Minivan,No,15,583493255
2243,Pickup,Yes,1,794964321
2244,SUV,No,6,236136541
2245,SUV,No,18,808765493
2246,Pickup,No,8,351251758
2247,Minivan,Yes,13,732112302
2248,Minivan,No,17,835528692
2249,SUV,No,1,412789769
2250,Panel Truck,Yes,8,886149709
2251,Pickup,Yes,7,866014907
2252,SUV,No,6,850109236
2253,Pickup,No,1,820425739
2254,Van,No,13,854769047
2255,SUV,No,8,467183708
2256,SUV,No,1,561457266
2257,SUV,No,8,456057416
2258,SUV,No,1,538753309
2259,Panel Truck,Yes,5,562092571
2260,SUV,No,10,649993215
2261,Sports Car,No,6,981783222
2262,Sports Car,No,9,722097727
2263,Minivan,No,16,561113047
2264,Pickup,Yes,7,487743827
2265,SUV,No,6,495744342
2266,Sports Car,No,1,590618636
2267,Van,Yes,1,935741085
2268,SUV,No,9,159149651
2269,Minivan,No,12,333412730
2270,SUV,No,8,723581481
2271,Minivan,No,6,447801192
2272,SUV,No,6,300442475
2273,SUV,No,7,359736972
2274,Minivan,No,1,929223734
2275,Panel Truck,Yes,1,138372300
2276,Pickup,No,1,112086182
2277,Van,No,11,533665881
2278,Pickup,Yes,16,871732998
2279,Minivan,No,19,413843100
2280,Van,Yes,15,333018954
2281,Pickup,Yes,1,584024244
2282,SUV,No,1,860220655
2283,Panel Truck,Yes,11,347660942
2284,Minivan,Yes,1,690716620
2285,Minivan,Yes,9,541681656
2286,Sports Car,No,1,19903973
2287,Minivan,Yes,15,10599924
2288,SUV,No,3,605313423
2289,SUV,No,8,77257945
2290,Pickup,Yes,11,247258580
2291,Panel Truck,Yes,12,753795811
2292,SUV,No,4,703670778
2293,Sports Car,No,12,263632369
2294,Minivan,No,12,904457123
2295,Pickup,Yes,16,594177143
2296,Minivan,No,4,977286255
2297,SUV,No,6,534721073
2298,Van,No,11,958960136
2299,Minivan,Yes,9,177212541
2300,SUV,No,6,947194799
2301,SUV,No,4,61899962
2302,Sports Car,No,1,699357023
2303,SUV,No,5,24038801
2304,SUV,No,1,859734595
2305,Van,Yes,15,235875917
2306,Pickup,Yes,8,810025621
2307,Minivan,Yes,14,330255772
2308,SUV,No,15,327103894
2309,Van,Yes,12,39016793
2310,SUV,No,1,671690440
2311,SUV,No,8,989257294
2312,Pickup,Yes,14,187122023
2313,Panel Truck,No,9,352275766
2314,Minivan,Yes,24,204766677
2315,Pickup,No,7,638602003
2316,SUV,No,1,262994743
2317,Panel Truck,Yes,1,736213708
2318,SUV,No,8,154763717
2319,Panel Truck,Yes,13,134040005
2320,Panel Truck,No,15,624440117
2321,Minivan,No,9,596520948
2322,Van,Yes,1,903207853
2323,Sports Car,No,8,462357799
2324,Minivan,No,15,77027507
2325,Pickup,Yes,10,529008078
2326,Pickup,No,14,679670661
2327,Minivan,Yes,11,815837145
2328,Sports Car,No,10,713608494
2329,Panel Truck,No,16,512239483
2330,Minivan,Yes,12,97863760
2331,Pickup,No,4,291645169
2332,Sports Car,No,13,697069006
2333,Pickup,Yes,1,928682529
2334,Pickup,Yes,19,616018159
2335,Pickup,No,16,481741352
2336,SUV,No,6,575021726
2337,Minivan,Yes,8,178900296
2338,Panel Truck,No,1,825869639
2339,Minivan,No,15,349140341
2340,Panel Truck,No,15,394584511
2341,Pickup,Yes,12,584879551
2342,SUV,No,1,783521021
2343,Pickup,No,13,328805838
2344,SUV,No,1,199869071
2345,Minivan,No,8,972116350
2346,Sports Car,Yes,1,295796026
2347,Panel Truck,Yes,25,880892293
2348,Panel Truck,No,1,521555925
2349,Panel Truck,No,7,193531081
2350,Van,No,1,50201699
2351,SUV,No,20,133687781
2352,SUV,No,1,728416025
2353,Sports Car,No,16,431732727
2354,Panel Truck,Yes,17,589338538
2355,Minivan,Yes,1,34111727
2356,Pickup,No,13,61092357
2357,Sports Car,No,1,731351298
2358,Van,No,15,199609499
2359,SUV,No,12,639473172
2360,Pickup,Yes,6,600565109
2361,Van,Yes,1,43524393
2362,Minivan,Yes,16,46945798
2363,Pickup,Yes,1,949616041
2364,SUV,No,14,808141196
2365,Sports Car,No,1,718113120
2366,SUV,No,1,918037800
2367,Minivan,No,6,547998631
2368,Van,Yes,9,441024113
2369,SUV,No,1,421629674
2370,Minivan,No,11,374890426
2371,Panel Truck,No,1,620021234
2372,Sports Car,No,8,24556455
2373,SUV,No,1,731901612
2374,Sports Car,No,1,324413636
2375,Van,Yes,18,766689359
2376,Sports Car,No,1,11668406
2377,Minivan,No,12,926349945
2378,SUV,No,8,686796682
2379,Pickup,No,1,201600772
2380,Minivan,No,14,667157292
2381,Sports Car,No,6,239268527
2382,SUV,No,1,642771567
2383,Minivan,Yes,1,304709756
2384,Minivan,No,8,187776372
2385,SUV,No,13,878242363
2386,Van,Yes,8,193388454
2387,SUV,No,10,196477192
2388,Pickup,No,1,957392742
2389,SUV,No,1,414522894
2390,Pickup,No,8,997170022
2391,Pickup,Yes,9,481512763
2392,SUV,No,13,602933385
2393,Van,No,1,220752009
2394,Sports Car,No,1,198896835
2395,Minivan,No,10,573084462
2396,SUV,No,7,171639897
2397,Minivan,No,1,194393087
2398,Minivan,No,5,311422974
2399,Minivan,No,6,498844883
2400,Minivan,Yes,1,230285211
2401,Van,No,11,10078597
2402,Pickup,Yes,7,812601483
2403,Panel Truck,No,10,804938542
2404,SUV,No,5,972124069
2405,Minivan,No,1,665881598
2406,Minivan,No,11,951534863
2407,Sports Car,No,1,490977666
2408,Pickup,No,8,589964978
2409,Minivan,Yes,12,887205191
2410,Panel Truck,No,8,754785835
2411,Panel Truck,Yes,8,592729210
2412,Pickup,Yes,1,18235294
2413,Minivan,Yes,7,2885798
2414,Pickup,Yes,5,103962387
2415,Van,Yes,1,750236944
2416,Minivan,No,8,909016250
2417,SUV,No,10,628398440
2418,Pickup,No,1,651621441
2419,Minivan,Yes,1,680280423
2420,Minivan,No,18,738075150
2421,Van,No,1,487225747
2422,Minivan,No,8,422201687
2423,Van,Yes,9,733505117
2424,Van,No,4,113730746
2425,Van,No,10,285072055
2426,Minivan,No,12,869866364
2427,Sports Car,No,6,643790170
2428,Panel Truck,Yes,6,602672341
2429,Minivan,Yes,1,34557554
2430,Sports Car,No,18,629209460
2431,Sports Car,No,9,609839061
2432,SUV,No,1,925679757
2433,SUV,No,19,378685088
2434,Panel Truck,No,15,877277908
2435,SUV,No,13,303886864
2436,Minivan,No,1,646482160
2437,Minivan,No,1,881285757
2438,SUV,No,7,727204683
2439,Minivan,No,7,672206945
2440,SUV,No,1,884326653
2441,SUV,No,9,902048251
2442,Pickup,No,7,31285809
2443,SUV,No,1,164287398
2444,SUV,No,8,582651288
2445,Panel Truck,Yes,8,568232894
2446,Sports Car,No,12,405402235
2447,SUV,No,7,185458905
2448,Pickup,No,10,852141727
2449,Minivan,No,8,481734854
2450,Van,Yes,1,24008554
2451,SUV,No,1,508252659
2452,SUV,No,1,722135206
2453,Minivan,Yes,11,749598455
2454,Sports Car,No,13,563642988
2455,SUV,No,1,976090829
2456,Minivan,Yes,6,293776930
2457,SUV,No,15,298601070
2458,Sports Car,No,7,872231801
2459,SUV,No,1,994904944
2460,Van,Yes,8,268975269
2461,Minivan,No,15,464550883
2462,Panel Truck,No,9,268936192
2463,Panel Truck,Yes,20,247546848
2464,Minivan,Yes,9,181441361
2465,Minivan,No,13,935222021
2466,Minivan,Yes,9,926800152
2467,SUV,No,7,44942139
2468,Minivan,No,13,832980576
2469,Panel Truck,Yes,11,951926113
2470,Van,No,11,99857440
2471,Panel Truck,Yes,11,133704417
2472,Panel Truck,Yes,17,769341506
2473,Panel Truck,No,1,412707461
2474,Van,No,11,240458002
2475,Pickup,No,8,85637705
2476,Panel Truck,No,11,606671545
2477,SUV,Yes,11,70983290
2478,Pickup,No,8,91566829
2479,Pickup,Yes,1,58554153
2480,Minivan,No,6,161966320
2481,SUV,No,12,987311024
2482,Minivan,No,13,424197869
2483,Panel Truck,No,22,751746887
2484,Minivan,No,1,709682622
2485,SUV,No,8,762375598
2486,Sports Car,No,11,313316901
2487,Sports Car,No,12,9864398
2488,Minivan,No,17,63641910
2489,Pickup,No,1,9479318
2490,Pickup,No,13,894008021
2491,Pickup,No,9,642188257
2492,Panel Truck,No,13,618040112
2493,Minivan,Yes,9,291046635
2494,Minivan,No,11,949033066
2495,Van,No,16,26574720
2496,SUV,No,1,384962368
2497,SUV,No,22,901650977
2498,Sports Car,No,7,866863943
2499,Minivan,No,8,329938074
2500,Van,No,8,196850945
2501,Minivan,Yes,8,81766647
2502,Van,No,14,521258788
2503,SUV,No,11,257009795
2504,SUV,No,6,960204662
2505,Minivan,No,10,737225966
2506,Pickup,Yes,1,232169136
2507,Van,No,12,220518053
2508,SUV,No,15,84316018
2509,Sports Car,No,1,283869736
2510,Van,Yes,7,240832106
2511,Van,Yes,12,442338873
2512,Van,No,1,980076743
2513,Van,No,9,676564761
2514,SUV,No,1,400793877
2515,Panel Truck,No,10,70519778
2516,Van,Yes,11,474604095
2517,Sports Car,No,9,922582130
2518,SUV,No,11,198968221
2519,Minivan,Yes,13,828496212
2520,Minivan,No,9,297552418
2521,SUV,No,7,158464992
2522,Pickup,No,7,196382090
2523,Van,Yes,18,311453106
2524,Pickup,No,8,164947678
2525,Pickup,Yes,1,692062611
2526,SUV,No,11,289630825
2527,Panel Truck,No,20,377336272
2528,Van,Yes,19,59213729
2529,Minivan,No,17,704750688
2530,Minivan,No,12,362799972
2531,Minivan,No,12,777874654
2532,SUV,No,4,349920203
2533,Pickup,No,10,485950386
2534,Van,Yes,16,518046357
2535,Minivan,No,9,289885831
2536,Sports Car,No,11,765313451
2537,Minivan,No,11,272931844
2538,Minivan,No,13,320720333
2539,Pickup,No,15,459075283
2540,Minivan,No,15,455680142
2541,Pickup,No,1,673623853
2542,SUV,No,7,521665940
2543,SUV,No,2,367158992
2544,Panel Truck,Yes,6,60983747
2545,SUV,No,1,338735289
2546,Van,Yes,7,835094951
2547,Sports Car,No,8,237375162
2548,SUV,No,15,667817150
2549,SUV,No,8,325063400
2550,Sports Car,No,1,234742148
2551,Pickup,No,1,263196535
2552,SUV,No,8,995127429
2553,Minivan,Yes,17,841000572
2554,Minivan,No,8,73197020
2555,Panel Truck,Yes,10,449710558
2556,Minivan,No,9,228614537
2557,Minivan,No,9,217656831
2558,Minivan,Yes,12,484058014
2559,Panel Truck,No,14,580352187
2560,Pickup,No,14,118817511
2561,Minivan,Yes,18,699491404
2562,Pickup,No,7,602229598
2563,Pickup,No,17,737454436
2564,Minivan,No,7,189308866
2565,Pickup,No,15,982415908
2566,Minivan,Yes,19,391162157
2567,SUV,No,12,426575244
2568,Panel Truck,Yes,18,278533150
2569,Minivan,Yes,16,633397720
2570,SUV,No,9,756912875
2571,SUV,No,13,195333528
2572,Van,Yes,12,834294216
2573,Minivan,Yes,1,477802692
2574,Sports Car,No,12,182670239
2575,SUV,No,7,31728817
2576,Pickup,Yes,10,578561695
2577,SUV,No,1,21327985
2578,Minivan,Yes,11,320166141
2579,Minivan,No,7,890304378
2580,Panel Truck,Yes,9,541441959
2581,SUV,No,1,39001690
2582,SUV,No,8,434062050
2583,SUV,No,1,428288926
2584,Pickup,No,1,38074153
2585,SUV,No,8,604011839
2586,Minivan,No,15,302505662
2587,Pickup,Yes,1,829674021
2588,Pickup,No,8,570439437
2589,Minivan,No,8,785553332
2590,SUV,No,14,962530661
2591,Minivan,No,8,109412660
2592,Sports Car,No,13,368325116
2593,Pickup,Yes,10,105136025
2594,Minivan,Yes,7,198556352
2595,SUV,No,1,443781397
2596,Minivan,No,7,538955593
2597,Sports Car,No,11,107563670
2598,SUV,No,11,301005061
2599,Panel Truck,Yes,17,622751878
2600,Pickup,Yes,11,520572159
2601,Pickup,No,9,643156689
2602,Panel Truck,Yes,7,550755895
2603,Minivan,No,17,143813452
2604,SUV,No,1,731551527
2605,Minivan,Yes,9,59528704
2606,Minivan,No,14,21443966
2607,Minivan,No,12,951679399
2608,SUV,No,1,810576249
2609,Minivan,No,12,986961291
2610,Pickup,No,14,282856816
2611,SUV,No,21,23795371
2612,Pickup,No,1,366348938
2613,SUV,No,1,307846008
2614,Pickup,No,15,187321942
2615,Minivan,No,10,598961480
2616,SUV,No,12,159210095
2617,Minivan,No,5,57270211
2618,Minivan,No,15,311741524
2619,Van,Yes,3,467185524
2620,SUV,No,7,679574710
2621,Minivan,No,1,434360193
2622,Minivan,Yes,22,458456306
2623,Pickup,Yes,1,999331839
2624,Panel Truck,No,6,682910973
2625,Pickup,Yes,1,723210037
2626,Minivan,No,8,61125369
2627,SUV,No,15,185504876
2628,Pickup,No,9,495081514
2629,Minivan,No,1,611832164
2630,Minivan,No,15,934442389
2631,Minivan,Yes,8,927532604
2632,SUV,No,19,458269452
2633,Sports Car,No,10,443463574
2634,SUV,No,8,746913178
2635,SUV,No,1,652340539
2636,Pickup,No,8,198710955
2637,Minivan,Yes,5,295091190
2638,Sports Car,No,11,144938267
2639,Minivan,Yes,8,745722645
2640,Sports Car,No,13,25417257
2641,Pickup,No,1,515510058
2642,Minivan,No,8,709159686
2643,Minivan,No,8,481362787
2644,Van,Yes,4,833177798
2645,Sports Car,No,5,346577642
2646,Pickup,Yes,11,897135614
2647,Pickup,Yes,1,490356885
2648,Sports Car,No,8,523236280
2649,SUV,No,1,762552558
2650,Minivan,No,8,781500517
2651,Minivan,No,15,879542807
2652,Panel Truck,Yes,8,812705569
2653,SUV,No,6,260084569
2654,Sports Car,No,18,432253820
2655,SUV,No,1,213712099
2656,Pickup,Yes,11,702922859
2657,SUV,No,21,547475491
2658,SUV,No,9,644648673
2659,SUV,No,11,120991168
2660,SUV,No,8,182301007
2661,Pickup,Yes,1,50078044
2662,Minivan,No,10,100837521
2663,Minivan,Yes,1,94001702
2664,Pickup,Yes,13,223321607
2665,Minivan,No,12,312357312
2666,Minivan,No,10,570398624
2667,Pickup,Yes,6,200573791
2668,Minivan,No,9,17859471
2669,SUV,No,2,863906598
2670,Van,Yes,8,689454505
2671,Panel Truck,No,11,870878120
2672,Minivan,No,9,583100194
2673,Panel Truck,Yes,14,814016336
2674,Pickup,Yes,1,971694618
2675,Pickup,No,8,186535741
2676,Sports Car,No,5,54017601
2677,Pickup,Yes,10,923115251
2678,SUV,No,1,819029333
2679,Sports Car,No,8,97659195
2680,Panel Truck,No,21,491050222
2681,Minivan,No,1,343091278
2682,Sports Car,No,13,415150246
2683,Minivan,No,9,881396016
2684,SUV,No,14,483350281
2685,Sports Car,No,8,653142988
2686,Van,Yes,1,21748822
2687,Minivan,Yes,10,151936046
2688,Pickup,No,10,695733470
2689,Pickup,Yes,12,317743899
2690,Van,No,1,917556873
2691,SUV,No,9,322577777
2692,SUV,No,1,974311680
2693,SUV,No,12,73615244
2694,Van,No,7,140938846
2695,Minivan,No,1,841368004
2696,SUV,No,1,690754289
2697,Pickup,Yes,1,484160666
2698,Sports Car,No,6,603529951
2699,Pickup,Yes,1,438208967
2700,Minivan,Yes,1,329879708
2701,Pickup,No,17,79517894
2702,Minivan,Yes,11,644363161
2703,Pickup,Yes,13,311275244
2704,Panel Truck,Yes,12,440406245
2705,Pickup,Yes,1,205548689
2706,SUV,No,6,240458979
2707,Minivan,No,15,925415164
2708,Minivan,No,16,650676239
2709,Sports Car,No,7,85897987
2710,Pickup,No,16,746307108
2711,Pickup,No,10,720955799
2712,SUV,No,9,11000229
2713,SUV,No,14,846882696
2714,Pickup,No,11,924108063
2715,Minivan,No,1,254748203
2716,SUV,No,8,240114036
2717,Minivan,No,6,784454730
2718,SUV,No,7,129122333
2719,Minivan,Yes,7,283591503
2720,Sports Car,No,1,785942299
2721,Minivan,No,17,251567668
2722,Minivan,Yes,10,680504635
2723,SUV,No,10,449194312
2724,SUV,No,11,130989382
2725,Sports Car,No,12,947631958
2726,Panel Truck,No,12,600392921
2727,Minivan,No,8,996829275
2728,SUV,No,10,611643557
2729,Van,No,14,583244400
2730,Sports Car,No,11,859647413
2731,Minivan,No,12,964792515
2732,Sports Car,No,14,789994234
2733,Pickup,Yes,7,948206187
2734,Panel Truck,Yes,9,763925602
2735,Minivan,No,9,89145568
2736,SUV,No,11,301430296
2737,SUV,No,6,851490998
2738,Sports Car,No,1,442332329
2739,Pickup,Yes,7,630493812
2740,SUV,No,9,519355814
2741,SUV,No,8,198177084
2742,Sports Car,No,10,215187611
2743,Minivan,No,1,217535280
2744,Van,Yes,15,619255974
2745,Pickup,No,8,358036230
2746,Minivan,Yes,5,15267471
2747,SUV,No,10,573000902
2748,Sports Car,No,1,803840924
2749,SUV,No,1,551754915
2750,Minivan,No,1,45638165
2751,SUV,No,3,627828331
2752,Pickup,No,1,598992107
2753,Minivan,Yes,17,229043169
2754,SUV,No,8,547019584
2755,Minivan,No,13,961893320
2756,Panel Truck,Yes,9,776316591
2757,SUV,No,17,14617421
2758,Sports Car,No,10,503049980
2759,Van,No,1,904178058
2760,Sports Car,No,10,624399353
2761,Van,No,5,611920932
2762,SUV,No,10,498457014
2763,SUV,No,15,411031179
2764,Van,No,10,556567348
2765,Sports Car,No,3,909000393
2766,Panel Truck,Yes,1,377087259
2767,Van,Yes,13,742535059
2768,Minivan,No,11,316675115
2769,Van,Yes,21,3163113
2770,Van,Yes,8,629780029
2771,Minivan,No,9,880305496
2772,Sports Car,No,4,581067116
2773,Panel Truck,No,5,561288306
2774,SUV,No,1,89192106
2775,SUV,No,12,78183093
2776,SUV,No,5,543513719
2777,Minivan,Yes,15,488230129
2778,Panel Truck,Yes,14,390411714
2779,Panel Truck,Yes,8,274434315
2780,Van,Yes,17,763128763
2781,Pickup,No,8,131742207
2782,Minivan,No,15,524645622
2783,Sports Car,No,8,682665203
2784,SUV,No,16,816452105
2785,SUV,No,1,802328969
2786,Panel Truck,Yes,19,577705909
2787,SUV,No,6,519840483
2788,Sports Car,No,18,330728929
2789,SUV,No,5,614524293
2790,Panel Truck,Yes,14,741192389
2791,Minivan,No,6,830377560
2792,Van,No,14,69309215
2793,Van,Yes,1,412437607
2794,Pickup,Yes,1,571108830
2795,Sports Car,No,8,434018379
2796,Minivan,No,11,994635309
2797,Sports Car,No,17,790468429
2798,SUV,No,5,496819716
2799,Minivan,No,1,550717937
2800,Sports Car,No,14,825432523
2801,Van,Yes,13,304273232
2802,SUV,No,7,242188654
2803,Minivan,No,8,47386311
2804,SUV,No,14,644517067
2805,Pickup,Yes,19,108145983
2806,SUV,No,12,966942320
2807,SUV,No,7,415370360
2808,Sports Car,Yes,7,302592534
2809,Minivan,No,8,369429861
2810,Panel Truck,Yes,1,401730206
2811,Van,No,8,198132513
2812,Pickup,No,9,604922709
2813,Panel Truck,Yes,20,332136674
2814,SUV,No,14,340520817
2815,Sports Car,No,1,922516177
2816,Minivan,Yes,13,964066197
2817,Pickup,No,14,129493295
2818,Minivan,No,10,54569584
2819,Pickup,No,9,797041654
2820,Panel Truck,Yes,16,822756907
2821,SUV,No,7,342456793
2822,Pickup,No,1,768246932
2823,SUV,No,1,752904193
2824,Minivan,No,14,492469605
2825,Pickup,No,12,533429603
2826,SUV,No,13,425540577
2827,Pickup,Yes,11,357815196
2828,Minivan,Yes,10,102778835
2829,Minivan,Yes,9,765081233
2830,SUV,No,1,975878707
2831,Sports Car,No,14,838688149
2832,Minivan,No,8,587255384
2833,SUV,No,8,577852177
2834,SUV,Yes,1,551370243
2835,Pickup,Yes,8,532249821
2836,Van,No,16,87850860
2837,Minivan,No,6,777681449
2838,Panel Truck,No,17,33367422
2839,Sports Car,No,15,580771137
2840,Van,Yes,5,80267641
2841,Minivan,No,7,415552524
2842,SUV,No,12,486753993
2843,Panel Truck,No,7,112582399
2844,Pickup,Yes,1,504635508
2845,SUV,No,14,656190149
2846,Van,No,8,65369625
2847,Minivan,Yes,12,504800653
2848,Pickup,Yes,8,598571455
2849,Panel Truck,Yes,17,798642832
2850,Panel Truck,Yes,7,987299529
2851,SUV,No,1,535690622
2852,SUV,No,1,638739187
2853,SUV,No,7,256857947
2854,Pickup,Yes,10,929378227
2855,Minivan,Yes,8,368897332
2856,Panel Truck,No,10,131421512
2857,SUV,No,7,316450995
2858,Minivan,No,14,874787994
2859,Minivan,No,6,967639753
2860,Minivan,Yes,5,351124148
2861,Pickup,No,9,182123622
2862,Minivan,Yes,1,346806456
2863,Minivan,No,18,160815628
2864,SUV,No,6,548481033
2865,Minivan,No,1,396892250
2866,Minivan,Yes,17,320090672
2867,Pickup,Yes,14,418714882
2868,Panel Truck,Yes,17,868325184
2869,SUV,No,8,698091607
2870,Panel Truck,Yes,17,78446084
2871,Pickup,No,5,877214038
2872,Van,No,7,150348263
2873,SUV,No,1,331228636
2874,Van,Yes,5,433204550
2875,SUV,No,14,867204124
2876,SUV,No,1,969801584
2877,SUV,No,1,246910
2878,Minivan,Yes,11,918606594
2879,Pickup,Yes,12,380405849
2880,Panel Truck,Yes,14,128469871
2881,Minivan,Yes,8,707840499
2882,Minivan,Yes,8,501919123
2883,Van,Yes,1,146289674
2884,Minivan,Yes,4,256996161
2885,Panel Truck,Yes,16,949901631
2886,Pickup,No,1,236929493
2887,Pickup,No,14,949512116
2888,Minivan,Yes,1,490108880
2889,Pickup,No,13,989168282
2890,Van,Yes,11,168592387
2891,Pickup,No,17,878870171
2892,SUV,No,1,15387860
2893,Van,No,3,38828136
2894,Pickup,No,7,458858576
2895,Panel Truck,No,7,486815695
2896,Minivan,Yes,7,802769940
2897,Minivan,No,1,238107035
2898,Van,Yes,8,773091063
2899,Pickup,Yes,8,412236054
2900,SUV,No,1,727492425
2901,Pickup,No,8,482662824
2902,Minivan,No,1,736920051
2903,Pickup,Yes,1,382405569
2904,Minivan,No,7,718157186
2905,Pickup,No,14,382359294
2906,Van,No,1,196786105
2907,Panel Truck,No,1,478592104
2908,Pickup,No,6,143062921
2909,Van,Yes,7,572435823
2910,Pickup,No,1,716480032
2911,SUV,No,5,996649251
2912,Minivan,No,9,629304063
2913,SUV,No,8,139592795
2914,SUV,No,15,827467713
2915,Panel Truck,No,17,408300472
2916,SUV,No,23,621052804
2917,Van,Yes,8,851033003
2918,Minivan,No,15,628021774
2919,Pickup,No,1,949231860
2920,SUV,No,8,963953825
2921,Minivan,No,1,287264722
2922,Panel Truck,Yes,9,737642191
2923,Panel Truck,Yes,13,104255852
2924,Minivan,Yes,1,19821779
2925,SUV,No,4,502292146
2926,Minivan,No,1,215264531
2927,SUV,No,12,759568265
2928,Minivan,No,9,634473118
2929,Pickup,No,10,676183259
2930,Van,No,9,237764523
2931,Minivan,No,14,605817593
2932,Van,Yes,1,766201126
2933,Panel Truck,Yes,10,571193317
2934,Pickup,Yes,1,632040016
2935,Sports Car,No,8,143093971
2936,Pickup,Yes,9,496476303
2937,SUV,No,8,582048005
2938,Van,Yes,13,332919220
2939,Panel Truck,Yes,6,61375689
2940,SUV,No,1,836240371
2941,Pickup,Yes,4,681418403
2942,Pickup,No,8,914100327
2943,SUV,No,12,935975112
2944,Van,Yes,14,839427801
2945,Minivan,No,8,283695226
2946,Minivan,Yes,1,548829498
2947,SUV,No,1,790904896
2948,Sports Car,No,1,834721148
2949,Van,Yes,5,366942406
2950,SUV,No,10,621496694
2951,Sports Car,No,6,797320781
2952,Minivan,Yes,17,333567382
2953,SUV,No,8,559736125
2954,Sports Car,No,9,130382635
2955,SUV,No,12,533527411
2956,Van,No,6,82642102
2957,SUV,No,8,947436841
2958,SUV,No,4,614598081
2959,Sports Car,No,1,949108478
2960,Pickup,Yes,1,803846001
2961,Pickup,No,1,283531307
2962,Panel Truck,Yes,12,852113609
2963,Sports Car,No,7,199337468
2964,SUV,No,12,740786666
2965,Pickup,Yes,1,772794453
2966,Minivan,No,8,720940931
2967,Minivan,Yes,11,269541759
2968,Pickup,No,1,967774042
2969,SUV,No,16,157651391
2970,SUV,No,1,456720318
2971,Pickup,No,1,726839340
2972,Minivan,No,1,888957957
2973,SUV,No,1,473040009
2974,Panel Truck,Yes,17,617090784
2975,Minivan,No,12,339176328
2976,Van,No,8,142956091
2977,Panel Truck,Yes,22,410191686
2978,SUV,No,13,654878657
2979,Sports Car,No,8,842349966
2980,Panel Truck,Yes,10,460491785
2981,Sports Car,No,15,922637030
2982,Minivan,Yes,1,251338459
2983,Pickup,Yes,16,590103321
2984,SUV,No,1,483052498
2985,Minivan,Yes,9,172047840
2986,SUV,No,13,237419513
2987,Minivan,No,6,457780259
2988,Minivan,Yes,16,173400710
2989,SUV,No,1,768784217
2990,SUV,Yes,1,594167500
2991,Pickup,No,8,862198246
2992,Minivan,Yes,6,937224895
2993,SUV,No,12,460845643
2994,Sports Car,No,20,951434862
2995,SUV,No,17,632868620
2996,SUV,No,7,318824902
2997,Sports Car,No,7,169167240
2998,Minivan,No,1,100896763
2999,Van,Yes,8,562330462
3000,Pickup,Yes,17,261885300
3001,Minivan,No,1,18096053
3002,Van,Yes,21,648664425
3003,SUV,No,16,467926237
3004,SUV,No,22,2312564
3005,SUV,No,1,241963590
3006,Pickup,Yes,8,197539832
3007,SUV,No,9,837810448
3008,Minivan,No,6,27330951
3009,Pickup,Yes,9,22905935
3010,SUV,No,13,67013861
3011,Panel Truck,No,1,813480713
3012,Panel Truck,Yes,9,734389179
3013,Van,Yes,14,69839542
3014,Minivan,Yes,1,64222599
3015,Minivan,No,8,969203246
3016,SUV,No,11,632275180
3017,Van,Yes,1,58307018
3018,Minivan,No,6,894537452
3019,SUV,No,14,36109311
3020,Minivan,Yes,11,509297818
3021,Sports Car,No,1,686482764
3022,Sports Car,No,14,10677450
3023,Sports Car,No,14,636340714
3024,Van,No,8,696313030
3025,SUV,No,12,989327679
3026,SUV,No,5,511881932
3027,Panel Truck,No,11,306976325
3028,Minivan,Yes,1,476896351
3029,Sports Car,No,1,867204089
3030,SUV,No,1,260824501
3031,Pickup,Yes,1,428282729
3032,Minivan,No,1,392391126
3033,Minivan,Yes,1,277471268
3034,Minivan,No,6,575831555
3035,Minivan,Yes,14,983644114
3036,SUV,No,8,351071250
3037,Pickup,No,13,490621422
3038,Panel Truck,Yes,17,322894279
3039,Minivan,No,16,444385459
3040,Sports Car,No,12,176803699
3041,Sports Car,No,4,97750917
3042,SUV,No,12,635871014
3043,Panel Truck,Yes,23,122456408
3044,Van,Yes,7,708077771
3045,Van,Yes,13,600941278
3046,Sports Car,No,1,193424818
3047,Minivan,No,9,361665026
3048,Pickup,Yes,8,756103596
3049,Minivan,No,6,606041694
3050,SUV,No,5,478695816
3051,Minivan,Yes,18,574513469
3052,Pickup,No,1,58776949
3053,Sports Car,No,10,161544930
3054,SUV,No,12,592690820
3055,SUV,No,14,398984508
3056,Pickup,No,11,57346072
3057,Panel Truck,No,14,74322645
3058,Pickup,Yes,13,30585255
3059,Minivan,No,10,23615805
3060,Minivan,No,24,698414529
3061,Pickup,No,1,898038749
3062,Van,Yes,8,813953295
3063,Pickup,Yes,1,845473829
3064,Minivan,No,15,717945707
3065,Pickup,No,14,901710077
3066,Minivan,No,1,277764598
3067,Pickup,No,1,166240500
3068,Sports Car,No,15,62746989
3069,Panel Truck,Yes,14,525535873
3070,Sports Car,No,7,619949605
3071,Panel Truck,No,12,157518199
3072,Minivan,Yes,9,371698337
3073,Minivan,Yes,1,169244879
3074,Pickup,Yes,7,430441105
3075,Minivan,No,10,605237938
3076,Sports Car,No,1,186788748
3077,SUV,No,8,417937551
3078,Sports Car,No,6,103293644
3079,SUV,No,10,292071650
3080,Minivan,Yes,8,933243471
3081,Van,No,12,314595556
3082,SUV,Yes,1,379401970
3083,Panel Truck,Yes,13,375087720
3084,SUV,No,9,694267964
3085,Van,No,13,890091849
3086,SUV,No,12,747002242
